,Class,x1,y1,x2,y2,Frame
19,laptop,586,424,810,700,frame2713.jpg
1,keyboard,276,460,400,524,frame2714.jpg
3,keyboard,638,565,722,671,frame2714.jpg
5,cell phone,364,339,404,362,frame2714.jpg
6,tie,879,510,959,716,frame2714.jpg
7,cell phone,370,534,416,568,frame2714.jpg
11,laptop,262,386,463,536,frame2714.jpg
16,laptop,726,372,858,484,frame2714.jpg
17,laptop,549,378,716,467,frame2714.jpg
18,laptop,586,424,810,700,frame2714.jpg
0,keyboard,271,461,402,525,frame2715.jpg
1,keyboard,637,565,722,672,frame2715.jpg
5,cell phone,364,340,402,362,frame2715.jpg
7,cell phone,370,534,417,568,frame2715.jpg
8,tie,881,510,961,716,frame2715.jpg
12,laptop,263,385,463,536,frame2715.jpg
17,laptop,726,372,858,484,frame2715.jpg
18,laptop,549,378,716,466,frame2715.jpg
19,laptop,586,424,810,700,frame2715.jpg
1,keyboard,263,459,403,528,frame2716.jpg
2,keyboard,638,564,722,672,frame2716.jpg
5,cell phone,364,341,402,363,frame2716.jpg
6,cell phone,370,534,417,568,frame2716.jpg
7,tie,880,510,960,716,frame2716.jpg
11,laptop,263,385,463,536,frame2716.jpg
16,laptop,727,372,859,485,frame2716.jpg
17,laptop,549,378,717,467,frame2716.jpg
18,laptop,586,424,810,700,frame2716.jpg
0,keyboard,262,460,404,528,frame2717.jpg
1,keyboard,637,564,722,672,frame2717.jpg
4,cell phone,364,341,400,362,frame2717.jpg
6,mouse,370,534,416,568,frame2717.jpg
7,tie,879,510,959,715,frame2717.jpg
8,cell phone,370,534,416,568,frame2717.jpg
12,laptop,262,384,464,537,frame2717.jpg
17,laptop,727,372,859,485,frame2717.jpg
18,laptop,549,379,716,466,frame2717.jpg
19,laptop,586,425,810,700,frame2717.jpg
1,keyboard,262,460,404,528,frame2718.jpg
2,keyboard,637,564,722,672,frame2718.jpg
5,cell phone,364,340,403,362,frame2718.jpg
6,cell phone,370,534,417,568,frame2718.jpg
7,tie,882,511,960,716,frame2718.jpg
11,laptop,262,385,464,537,frame2718.jpg
15,laptop,726,371,858,484,frame2718.jpg
17,laptop,549,379,717,466,frame2718.jpg
18,laptop,586,424,810,700,frame2718.jpg
0,cup,632,358,670,389,frame2719.jpg
1,keyboard,262,460,403,528,frame2719.jpg
2,keyboard,637,565,722,672,frame2719.jpg
4,cell phone,366,340,401,362,frame2719.jpg
6,cell phone,370,534,417,568,frame2719.jpg
8,tie,882,510,960,716,frame2719.jpg
11,laptop,263,384,464,536,frame2719.jpg
16,laptop,726,372,858,485,frame2719.jpg
17,laptop,549,378,716,466,frame2719.jpg
18,laptop,586,424,810,700,frame2719.jpg
0,keyboard,270,460,402,526,frame2720.jpg
2,keyboard,638,564,722,672,frame2720.jpg
5,cell phone,364,340,400,362,frame2720.jpg
6,mouse,370,535,417,567,frame2720.jpg
7,cell phone,370,534,417,568,frame2720.jpg
9,tie,882,510,958,716,frame2720.jpg
12,laptop,264,385,463,536,frame2720.jpg
17,laptop,726,371,859,484,frame2720.jpg
18,laptop,549,378,716,466,frame2720.jpg
20,laptop,586,424,810,700,frame2720.jpg
1,keyboard,637,564,722,672,frame2721.jpg
2,keyboard,262,459,404,528,frame2721.jpg
4,cell phone,364,340,402,362,frame2721.jpg
6,cell phone,370,534,417,568,frame2721.jpg
8,tie,883,510,959,716,frame2721.jpg
11,laptop,263,385,463,536,frame2721.jpg
16,laptop,726,370,859,485,frame2721.jpg
17,laptop,549,378,716,466,frame2721.jpg
19,laptop,586,424,810,700,frame2721.jpg
0,keyboard,270,461,402,525,frame2722.jpg
3,keyboard,638,565,722,671,frame2722.jpg
6,cell phone,372,335,411,356,frame2722.jpg
8,cell phone,370,534,417,568,frame2722.jpg
9,tie,880,510,958,716,frame2722.jpg
12,laptop,263,386,463,536,frame2722.jpg
17,laptop,726,371,858,485,frame2722.jpg
18,laptop,549,377,715,467,frame2722.jpg
20,laptop,586,424,810,700,frame2722.jpg
0,keyboard,262,460,403,528,frame2723.jpg
1,keyboard,638,564,722,672,frame2723.jpg
5,cell phone,366,339,404,362,frame2723.jpg
7,cell phone,370,534,417,568,frame2723.jpg
8,tie,880,510,960,716,frame2723.jpg
11,laptop,262,385,462,536,frame2723.jpg
16,laptop,726,371,858,484,frame2723.jpg
17,laptop,550,377,716,467,frame2723.jpg
19,laptop,586,424,810,700,frame2723.jpg
1,keyboard,262,459,403,528,frame2724.jpg
2,keyboard,636,564,722,672,frame2724.jpg
5,cell phone,360,335,410,360,frame2724.jpg
7,cell phone,370,534,417,568,frame2724.jpg
8,tie,879,510,960,716,frame2724.jpg
11,laptop,262,386,462,534,frame2724.jpg
16,laptop,726,370,858,484,frame2724.jpg
17,laptop,549,378,716,466,frame2724.jpg
19,laptop,586,424,810,700,frame2724.jpg
1,keyboard,262,459,404,528,frame2725.jpg
2,keyboard,637,564,721,672,frame2725.jpg
5,cell phone,369,534,417,568,frame2725.jpg
7,tie,878,508,962,716,frame2725.jpg
8,cell phone,360,335,412,364,frame2725.jpg
11,laptop,264,385,462,536,frame2725.jpg
16,laptop,726,370,855,484,frame2725.jpg
17,laptop,550,378,716,467,frame2725.jpg
19,laptop,586,424,810,700,frame2725.jpg
0,keyboard,637,564,722,672,frame2726.jpg
2,keyboard,262,460,404,528,frame2726.jpg
6,cell phone,364,334,412,364,frame2726.jpg
7,cell phone,370,534,417,568,frame2726.jpg
8,tie,881,508,961,716,frame2726.jpg
11,laptop,263,385,462,536,frame2726.jpg
16,laptop,726,370,856,485,frame2726.jpg
17,laptop,550,378,716,466,frame2726.jpg
19,laptop,586,424,810,700,frame2726.jpg
0,keyboard,637,564,722,672,frame2727.jpg
5,tie,880,507,962,715,frame2727.jpg
6,cell phone,370,534,417,568,frame2727.jpg
7,cell phone,374,332,411,357,frame2727.jpg
10,laptop,263,385,462,534,frame2727.jpg
13,laptop,726,370,859,486,frame2727.jpg
16,laptop,550,378,716,467,frame2727.jpg
18,laptop,586,424,810,700,frame2727.jpg
0,cell phone,260,321,295,361,frame2728.jpg
1,keyboard,637,564,722,672,frame2728.jpg
4,cell phone,370,534,417,568,frame2728.jpg
7,tie,880,507,962,715,frame2728.jpg
8,cell phone,374,332,411,358,frame2728.jpg
9,laptop,257,386,462,536,frame2728.jpg
14,laptop,726,370,864,488,frame2728.jpg
17,laptop,550,378,716,466,frame2728.jpg
19,laptop,586,424,810,700,frame2728.jpg
1,cell phone,251,316,281,358,frame2729.jpg
2,keyboard,637,564,722,672,frame2729.jpg
5,mouse,370,534,417,568,frame2729.jpg
7,tie,880,506,962,714,frame2729.jpg
8,cell phone,370,534,417,568,frame2729.jpg
10,cell phone,374,333,411,359,frame2729.jpg
12,laptop,246,382,464,534,frame2729.jpg
15,laptop,726,370,866,488,frame2729.jpg
19,laptop,549,378,715,466,frame2729.jpg
21,laptop,588,424,810,700,frame2729.jpg
2,keyboard,636,564,722,672,frame2730.jpg
4,mouse,370,535,417,567,frame2730.jpg
5,cell phone,370,535,417,567,frame2730.jpg
7,tie,881,506,963,716,frame2730.jpg
8,cell phone,373,336,412,365,frame2730.jpg
11,laptop,254,383,464,537,frame2730.jpg
13,laptop,726,370,868,490,frame2730.jpg
17,laptop,550,378,716,466,frame2730.jpg
19,laptop,586,426,810,700,frame2730.jpg
0,cell phone,195,539,250,578,frame2731.jpg
1,keyboard,636,564,722,672,frame2731.jpg
6,mouse,370,535,417,567,frame2731.jpg
7,tie,881,507,963,715,frame2731.jpg
8,cell phone,374,336,411,366,frame2731.jpg
9,laptop,242,382,466,536,frame2731.jpg
12,laptop,726,370,868,490,frame2731.jpg
17,laptop,549,378,717,466,frame2731.jpg
18,laptop,586,424,810,700,frame2731.jpg
0,keyboard,262,459,410,530,frame2732.jpg
1,keyboard,637,564,722,672,frame2732.jpg
4,mouse,370,535,417,567,frame2732.jpg
6,cell phone,370,535,417,567,frame2732.jpg
8,cell phone,365,337,409,368,frame2732.jpg
9,tie,880,508,962,716,frame2732.jpg
12,laptop,257,382,464,535,frame2732.jpg
13,laptop,726,370,868,491,frame2732.jpg
18,laptop,549,378,716,466,frame2732.jpg
19,laptop,586,425,810,700,frame2732.jpg
0,keyboard,276,458,407,530,frame2733.jpg
3,keyboard,637,564,722,672,frame2733.jpg
5,mouse,370,535,417,567,frame2733.jpg
6,cell phone,370,534,417,568,frame2733.jpg
8,cell phone,364,337,409,368,frame2733.jpg
9,tie,882,509,962,716,frame2733.jpg
12,laptop,262,381,464,536,frame2733.jpg
13,laptop,726,371,868,492,frame2733.jpg
18,laptop,549,377,716,467,frame2733.jpg
20,laptop,586,424,810,700,frame2733.jpg
0,keyboard,637,565,722,672,frame2734.jpg
2,keyboard,274,459,408,529,frame2734.jpg
5,cell phone,370,534,417,568,frame2734.jpg
6,mouse,370,535,417,567,frame2734.jpg
7,tie,880,508,962,716,frame2734.jpg
8,cell phone,370,337,410,366,frame2734.jpg
11,laptop,268,382,464,535,frame2734.jpg
12,laptop,726,371,868,492,frame2734.jpg
17,laptop,549,378,716,467,frame2734.jpg
19,laptop,588,424,810,700,frame2734.jpg
0,keyboard,637,564,722,672,frame2735.jpg
2,mouse,370,534,417,568,frame2735.jpg
4,cell phone,370,534,417,568,frame2735.jpg
5,tie,880,506,960,716,frame2735.jpg
6,cell phone,366,336,409,366,frame2735.jpg
9,laptop,274,382,465,535,frame2735.jpg
10,laptop,726,372,868,492,frame2735.jpg
15,laptop,549,378,716,466,frame2735.jpg
17,laptop,586,424,810,700,frame2735.jpg
0,keyboard,637,565,722,672,frame2736.jpg
3,cell phone,370,534,417,568,frame2736.jpg
4,tie,880,506,961,716,frame2736.jpg
5,cell phone,365,336,409,366,frame2736.jpg
8,laptop,255,383,465,536,frame2736.jpg
9,laptop,726,370,868,489,frame2736.jpg
13,laptop,549,378,716,466,frame2736.jpg
16,laptop,586,424,810,700,frame2736.jpg
0,keyboard,253,460,406,532,frame2737.jpg
1,keyboard,638,564,722,672,frame2737.jpg
4,mouse,370,534,417,568,frame2737.jpg
5,cell phone,370,534,417,568,frame2737.jpg
7,tie,880,506,962,716,frame2737.jpg
8,cell phone,367,336,409,364,frame2737.jpg
11,laptop,256,380,467,536,frame2737.jpg
13,laptop,727,370,867,489,frame2737.jpg
16,laptop,549,378,715,466,frame2737.jpg
19,laptop,586,425,810,700,frame2737.jpg
0,keyboard,252,460,407,532,frame2738.jpg
1,keyboard,638,565,722,672,frame2738.jpg
3,mouse,370,534,417,568,frame2738.jpg
5,cell phone,370,534,417,568,frame2738.jpg
6,tie,880,506,961,715,frame2738.jpg
8,cell phone,365,336,408,365,frame2738.jpg
11,laptop,254,379,468,536,frame2738.jpg
13,laptop,726,370,867,490,frame2738.jpg
16,laptop,549,378,716,466,frame2738.jpg
19,laptop,586,425,810,700,frame2738.jpg
1,keyboard,637,564,722,672,frame2739.jpg
3,mouse,370,535,417,567,frame2739.jpg
4,cell phone,370,534,417,568,frame2739.jpg
7,cell phone,365,336,409,366,frame2739.jpg
8,tie,881,506,961,716,frame2739.jpg
11,laptop,253,378,468,537,frame2739.jpg
13,laptop,726,370,865,488,frame2739.jpg
16,laptop,549,378,717,467,frame2739.jpg
19,laptop,586,425,810,700,frame2739.jpg
0,cell phone,221,292,254,339,frame2740.jpg
2,keyboard,638,564,722,672,frame2740.jpg
4,mouse,370,534,417,568,frame2740.jpg
5,cell phone,370,534,417,568,frame2740.jpg
6,tie,880,504,962,716,frame2740.jpg
7,cell phone,368,337,409,365,frame2740.jpg
11,laptop,264,382,466,536,frame2740.jpg
12,laptop,727,371,865,488,frame2740.jpg
17,laptop,549,378,716,466,frame2740.jpg
18,laptop,586,425,810,700,frame2740.jpg
1,keyboard,279,462,397,525,frame2741.jpg
2,keyboard,638,565,722,672,frame2741.jpg
5,mouse,370,534,417,568,frame2741.jpg
6,cell phone,370,534,417,568,frame2741.jpg
8,tie,880,506,960,716,frame2741.jpg
9,cell phone,365,337,409,366,frame2741.jpg
12,laptop,264,384,464,537,frame2741.jpg
13,laptop,726,371,866,488,frame2741.jpg
17,laptop,549,378,716,466,frame2741.jpg
20,laptop,586,424,810,700,frame2741.jpg
0,keyboard,284,462,398,525,frame2742.jpg
1,keyboard,637,565,722,672,frame2742.jpg
5,cell phone,239,296,270,344,frame2742.jpg
6,mouse,370,535,417,567,frame2742.jpg
7,cell phone,370,534,417,568,frame2742.jpg
8,cell phone,368,337,409,365,frame2742.jpg
9,tie,880,504,962,716,frame2742.jpg
13,laptop,260,383,464,538,frame2742.jpg
14,laptop,727,371,867,490,frame2742.jpg
18,laptop,549,378,716,466,frame2742.jpg
21,laptop,586,424,810,700,frame2742.jpg
1,keyboard,282,462,398,524,frame2743.jpg
3,keyboard,637,564,721,672,frame2743.jpg
4,cell phone,243,290,280,346,frame2743.jpg
6,tie,880,504,962,715,frame2743.jpg
7,cell phone,372,337,408,362,frame2743.jpg
8,mouse,370,534,417,568,frame2743.jpg
9,cell phone,370,534,417,568,frame2743.jpg
13,laptop,264,384,464,538,frame2743.jpg
14,laptop,726,371,870,490,frame2743.jpg
18,laptop,550,379,716,466,frame2743.jpg
21,laptop,586,425,810,700,frame2743.jpg
0,keyboard,285,461,398,525,frame2744.jpg
1,cell phone,248,294,284,350,frame2744.jpg
2,keyboard,638,565,722,672,frame2744.jpg
7,mouse,370,535,417,567,frame2744.jpg
8,cell phone,370,534,417,568,frame2744.jpg
9,cell phone,364,337,409,366,frame2744.jpg
10,tie,882,504,962,716,frame2744.jpg
14,laptop,262,384,464,538,frame2744.jpg
15,laptop,727,371,871,491,frame2744.jpg
20,laptop,549,380,716,466,frame2744.jpg
22,laptop,586,424,810,700,frame2744.jpg
3,keyboard,292,461,396,525,frame2745.jpg
4,keyboard,637,564,722,672,frame2745.jpg
6,cell phone,253,303,284,352,frame2745.jpg
7,mouse,370,535,417,567,frame2745.jpg
8,cell phone,371,337,408,362,frame2745.jpg
9,cell phone,370,534,417,568,frame2745.jpg
10,tie,880,504,962,716,frame2745.jpg
13,laptop,258,382,464,538,frame2745.jpg
18,laptop,728,372,872,489,frame2745.jpg
19,laptop,549,378,715,466,frame2745.jpg
22,laptop,586,424,810,700,frame2745.jpg
2,keyboard,288,460,396,526,frame2746.jpg
3,keyboard,637,564,722,672,frame2746.jpg
5,cell phone,258,310,289,356,frame2746.jpg
7,cell phone,371,337,408,363,frame2746.jpg
8,tie,881,501,961,715,frame2746.jpg
9,cell phone,370,534,417,568,frame2746.jpg
13,laptop,257,382,464,538,frame2746.jpg
17,laptop,727,371,873,490,frame2746.jpg
19,laptop,549,379,715,466,frame2746.jpg
20,laptop,586,425,810,700,frame2746.jpg
1,keyboard,294,461,394,525,frame2747.jpg
2,keyboard,637,565,722,672,frame2747.jpg
4,cell phone,258,311,289,358,frame2747.jpg
5,cell phone,370,534,417,568,frame2747.jpg
6,cell phone,363,337,409,367,frame2747.jpg
8,tie,882,502,961,715,frame2747.jpg
9,laptop,203,384,464,537,frame2747.jpg
15,laptop,727,371,873,490,frame2747.jpg
17,laptop,550,379,716,466,frame2747.jpg
18,laptop,586,424,810,700,frame2747.jpg
0,keyboard,289,461,396,524,frame2748.jpg
1,keyboard,637,565,722,672,frame2748.jpg
5,mouse,370,534,417,568,frame2748.jpg
6,cell phone,261,311,290,357,frame2748.jpg
7,cell phone,370,534,417,568,frame2748.jpg
8,cell phone,361,337,409,368,frame2748.jpg
10,tie,880,502,960,717,frame2748.jpg
13,laptop,260,383,464,538,frame2748.jpg
17,laptop,727,372,873,490,frame2748.jpg
19,laptop,550,378,716,466,frame2748.jpg
20,laptop,586,424,810,700,frame2748.jpg
1,keyboard,275,460,399,526,frame2749.jpg
3,keyboard,638,564,722,672,frame2749.jpg
5,cell phone,370,534,417,568,frame2749.jpg
6,cell phone,262,309,294,359,frame2749.jpg
7,cell phone,363,338,409,368,frame2749.jpg
9,tie,882,502,962,716,frame2749.jpg
12,laptop,261,383,465,538,frame2749.jpg
16,laptop,728,372,872,490,frame2749.jpg
18,laptop,550,379,716,466,frame2749.jpg
19,laptop,586,424,810,700,frame2749.jpg
0,cell phone,267,308,300,368,frame2750.jpg
1,keyboard,275,461,399,525,frame2750.jpg
4,keyboard,637,564,722,672,frame2750.jpg
6,mouse,370,534,417,568,frame2750.jpg
7,cell phone,370,534,417,568,frame2750.jpg
8,cell phone,368,337,409,366,frame2750.jpg
10,tie,884,502,960,716,frame2750.jpg
12,laptop,262,383,464,537,frame2750.jpg
17,laptop,728,372,870,488,frame2750.jpg
19,laptop,549,378,716,466,frame2750.jpg
21,laptop,586,425,810,700,frame2750.jpg
1,cell phone,268,309,300,370,frame2751.jpg
2,keyboard,288,461,397,525,frame2751.jpg
5,keyboard,637,564,722,672,frame2751.jpg
6,cell phone,370,534,417,567,frame2751.jpg
7,cell phone,366,337,408,366,frame2751.jpg
9,tie,882,500,958,716,frame2751.jpg
12,laptop,258,383,464,538,frame2751.jpg
17,laptop,728,372,870,489,frame2751.jpg
19,laptop,549,378,716,466,frame2751.jpg
20,laptop,586,425,810,700,frame2751.jpg
0,keyboard,284,460,398,524,frame2752.jpg
1,cell phone,634,220,672,276,frame2752.jpg
2,cell phone,270,308,301,368,frame2752.jpg
3,keyboard,637,565,722,672,frame2752.jpg
6,cell phone,370,534,417,568,frame2752.jpg
7,cell phone,362,337,409,367,frame2752.jpg
9,tie,884,498,958,716,frame2752.jpg
11,laptop,260,382,464,538,frame2752.jpg
15,laptop,728,372,870,488,frame2752.jpg
18,laptop,550,378,716,466,frame2752.jpg
19,laptop,586,425,810,700,frame2752.jpg
0,cell phone,634,222,672,278,frame2753.jpg
1,keyboard,266,460,397,530,frame2753.jpg
2,keyboard,637,565,722,672,frame2753.jpg
7,cell phone,365,337,409,366,frame2753.jpg
8,cell phone,370,534,417,568,frame2753.jpg
10,tie,884,498,956,718,frame2753.jpg
12,laptop,254,383,465,538,frame2753.jpg
17,laptop,728,372,870,490,frame2753.jpg
19,laptop,549,378,716,466,frame2753.jpg
20,laptop,586,424,810,700,frame2753.jpg
0,cell phone,273,315,302,368,frame2754.jpg
2,keyboard,290,462,396,524,frame2754.jpg
3,keyboard,637,565,722,672,frame2754.jpg
4,cell phone,634,224,680,279,frame2754.jpg
7,mouse,370,534,416,568,frame2754.jpg
8,cell phone,370,534,417,568,frame2754.jpg
10,cell phone,361,337,410,368,frame2754.jpg
11,tie,884,498,956,716,frame2754.jpg
13,laptop,211,384,464,538,frame2754.jpg
15,laptop,728,372,870,490,frame2754.jpg
20,laptop,549,378,716,466,frame2754.jpg
21,laptop,586,425,810,700,frame2754.jpg
0,cell phone,272,314,302,369,frame2755.jpg
1,keyboard,267,460,397,530,frame2755.jpg
3,keyboard,637,565,722,672,frame2755.jpg
7,cell phone,370,534,416,568,frame2755.jpg
9,cell phone,365,336,409,366,frame2755.jpg
10,tie,885,500,956,716,frame2755.jpg
13,laptop,262,383,464,537,frame2755.jpg
14,laptop,727,372,872,490,frame2755.jpg
19,laptop,549,378,716,465,frame2755.jpg
20,laptop,586,426,810,700,frame2755.jpg
0,keyboard,638,565,722,672,frame2756.jpg
1,keyboard,275,460,399,526,frame2756.jpg
5,mouse,370,535,416,567,frame2756.jpg
6,cell phone,370,534,416,567,frame2756.jpg
8,cell phone,368,336,409,364,frame2756.jpg
9,tie,885,500,958,716,frame2756.jpg
12,laptop,262,384,464,538,frame2756.jpg
13,laptop,727,372,871,490,frame2756.jpg
18,laptop,549,378,716,466,frame2756.jpg
19,laptop,586,424,810,700,frame2756.jpg
0,cell phone,274,317,301,367,frame2757.jpg
1,keyboard,286,461,396,525,frame2757.jpg
4,keyboard,637,565,722,672,frame2757.jpg
7,mouse,370,535,416,567,frame2757.jpg
8,cell phone,370,534,416,568,frame2757.jpg
10,tie,884,501,956,715,frame2757.jpg
11,cell phone,366,336,409,365,frame2757.jpg
14,laptop,256,383,464,538,frame2757.jpg
15,laptop,727,372,871,490,frame2757.jpg
20,laptop,549,378,716,466,frame2757.jpg
21,laptop,586,425,810,700,frame2757.jpg
0,keyboard,638,566,722,672,frame2758.jpg
1,keyboard,282,461,397,526,frame2758.jpg
5,mouse,370,535,416,567,frame2758.jpg
6,cell phone,370,534,417,568,frame2758.jpg
7,tie,882,501,958,715,frame2758.jpg
9,cell phone,364,336,410,366,frame2758.jpg
11,laptop,259,383,464,538,frame2758.jpg
13,laptop,728,372,870,490,frame2758.jpg
18,laptop,549,378,716,466,frame2758.jpg
19,laptop,586,425,810,700,frame2758.jpg
1,cell phone,274,317,302,367,frame2759.jpg
2,keyboard,287,461,397,525,frame2759.jpg
3,keyboard,638,565,722,672,frame2759.jpg
7,cell phone,370,534,417,568,frame2759.jpg
9,cell phone,364,336,409,366,frame2759.jpg
10,tie,884,502,958,716,frame2759.jpg
12,laptop,260,383,464,538,frame2759.jpg
14,laptop,727,372,870,490,frame2759.jpg
19,laptop,549,378,716,466,frame2759.jpg
20,laptop,586,425,810,700,frame2759.jpg
0,keyboard,278,460,398,526,frame2760.jpg
1,keyboard,638,565,722,672,frame2760.jpg
4,mouse,370,535,416,567,frame2760.jpg
5,cell phone,370,535,417,567,frame2760.jpg
8,cell phone,360,336,410,366,frame2760.jpg
9,tie,884,504,960,716,frame2760.jpg
11,laptop,206,384,464,538,frame2760.jpg
13,laptop,728,372,870,490,frame2760.jpg
18,laptop,548,378,716,466,frame2760.jpg
19,laptop,586,424,810,700,frame2760.jpg
0,keyboard,274,460,400,526,frame2761.jpg
1,keyboard,637,565,722,672,frame2761.jpg
2,mouse,370,535,416,567,frame2761.jpg
5,cell phone,370,534,416,568,frame2761.jpg
7,cell phone,360,336,410,368,frame2761.jpg
8,tie,885,503,961,716,frame2761.jpg
11,laptop,260,382,464,538,frame2761.jpg
12,laptop,727,372,869,490,frame2761.jpg
17,laptop,549,378,716,466,frame2761.jpg
18,laptop,586,424,810,700,frame2761.jpg
0,keyboard,281,461,398,525,frame2762.jpg
2,keyboard,637,565,722,672,frame2762.jpg
6,cell phone,370,534,417,568,frame2762.jpg
8,cell phone,363,336,410,366,frame2762.jpg
10,tie,884,503,961,716,frame2762.jpg
12,laptop,259,384,465,538,frame2762.jpg
15,laptop,727,372,869,490,frame2762.jpg
19,laptop,548,378,716,466,frame2762.jpg
20,laptop,586,424,810,700,frame2762.jpg
0,cell phone,274,318,302,368,frame2763.jpg
1,keyboard,282,460,398,526,frame2763.jpg
2,keyboard,637,564,722,672,frame2763.jpg
6,mouse,370,535,417,567,frame2763.jpg
7,cell phone,370,534,417,568,frame2763.jpg
8,cell phone,360,337,410,368,frame2763.jpg
10,tie,885,502,961,716,frame2763.jpg
13,laptop,257,382,464,538,frame2763.jpg
14,laptop,727,372,870,490,frame2763.jpg
19,laptop,549,378,716,466,frame2763.jpg
20,laptop,586,424,810,700,frame2763.jpg
1,keyboard,637,565,722,672,frame2764.jpg
2,keyboard,281,461,398,525,frame2764.jpg
5,cell phone,370,534,417,568,frame2764.jpg
7,cell phone,362,337,410,366,frame2764.jpg
8,tie,884,503,962,716,frame2764.jpg
11,laptop,260,383,464,538,frame2764.jpg
12,laptop,727,372,870,491,frame2764.jpg
17,laptop,549,378,716,465,frame2764.jpg
18,laptop,586,425,810,700,frame2764.jpg
0,cell phone,272,316,300,368,frame2765.jpg
1,keyboard,285,461,397,525,frame2765.jpg
2,keyboard,638,565,722,672,frame2765.jpg
7,mouse,370,534,416,568,frame2765.jpg
8,cell phone,370,534,417,568,frame2765.jpg
10,cell phone,365,336,410,366,frame2765.jpg
12,tie,884,501,961,716,frame2765.jpg
15,laptop,260,383,465,538,frame2765.jpg
16,laptop,727,372,870,490,frame2765.jpg
21,laptop,549,378,716,466,frame2765.jpg
22,laptop,586,424,810,700,frame2765.jpg
0,keyboard,298,461,395,525,frame2766.jpg
1,keyboard,637,564,722,672,frame2766.jpg
6,tie,883,504,962,714,frame2766.jpg
